url,res_code,content_type,res_time,redirect_url
bucket.example.com,000,,0.123304s,
budnick1202.example.com,000,,0.123604s,
budwex.example.com,000,,0.127158s,
buerza.example.com,000,,0.127125s,
buford1967.example.com,000,,0.135464s,
buggy777.example.com,000,,0.118453s,
bugrecovvanya1975.example.com,000,,0.116630s,
buh2.example.com,000,,0.131129s,
buherpet.38.example.com,000,,0.129260s,
buhryakov24.example.com,000,,0.129938s,
buhta-shop.by.example.com,000,,0.132589s,
bujin20061.example.com,000,,0.133174s,
bukinozoid.example.com,000,,0.120151s,
buksbunny.13.example.com,000,,0.129856s,
bularond.example.com,000,,0.120365s,
bull1973a1.example.com,000,,0.122469s,
bullaranmc1.example.com,000,,0.117338s,
bullet4790.example.com,000,,0.129756s,
bullx.example.com,000,,0.122500s,
bus.example.com,000,,0.127167s,
busarov.ru.example.com,000,,0.132309s,
busarov1.ru.example.com,000,,0.120766s,
bussteklo.example.com,000,,0.116201s,
butindanil98.example.com,000,,0.124695s,
butindanil981.example.com,000,,0.122646s,
butovasveta5.example.com,000,,0.118995s,
butovasveta51.example.com,000,,0.133543s,
buxum.example.com,000,,0.135747s,
buy.example.com,000,,0.123597s,
buyaoni2.example.com,000,,0.120824s,
buzzman96.example.com,000,,0.118154s,
bvg9000.example.com,000,,0.121328s,
bwmhmkbbwm2r.example.com,000,,0.122501s,
bxbear83.example.com,000,,0.126668s,
bxtr.example.com,000,,0.119381s,
bxweb.example.com,000,,0.133186s,
bydunai.example.com,000,,0.124061s,
byesummmer.example.com,000,,0.139197s,
bymaill.example.com,000,,0.135037s,
bymaill1.example.com,000,,0.128531s,
byres123.example.com,000,,0.121370s,
byrma87.example.com,000,,0.131879s,
byrom.example.com,000,,0.124162s,
bysergo.example.com,000,,0.120231s,
bytik11.example.com,000,,0.136316s,
bzgarant.example.com,000,,0.111148s,
bzgogo.example.com,000,,0.127158s,
c.example.com,000,,0.130610s,
c.krasniewski.example.com,000,,0.122976s,
c02099.example.com,000,,0.133684s,
c4b.example.com,000,,0.111705s,
c5n38.example.com,000,,0.138636s,
cadwon3.example.com,000,,0.131286s,
cah4ec84.example.com,000,,0.129144s,
caidongbj.example.com,000,,0.122496s,
cainiaocome.example.com,000,,0.120578s,
caldav.example.com,000,,0.132742s,
caleb717.example.com,000,,0.137355s,
callankevinpaul155.example.com,000,,0.127417s,
callankevinpaul1551.example.com,000,,0.131046s,
cambus.example.com,000,,0.119315s,
candradeandrealy116.example.com,000,,0.126580s,
caonima1sdo.example.com,000,,0.137290s,
caonu.example.com,000,,0.112618s,
caopu0921.example.com,000,,0.118224s,
capoeirista1.example.com,000,,0.107089s,
capotas.example.com,000,,0.127266s,
captfrozenberg.example.com,000,,0.132376s,
carimova.elvira2010.example.com,000,,0.132014s,
carina.shmalts.example.com,000,,0.139582s,
carlos.mejia.example.com,000,,0.116577s,
carlos2.mejia.example.com,000,,0.114395s,
carlos3.mejia.example.com,000,,0.106114s,
carolyngjamess93.example.com,000,,0.127553s,
carona.example.com,000,,0.118780s,
carrom.example.com,000,,0.122661s,
carroza.example.com,000,,0.119167s,
carryobeyz.example.com,000,,0.116137s,
carteta.example.com,000,,0.115990s,
cartracer.example.com,000,,0.130150s,
cas.example.com,000,,0.121994s,
casper06071.example.com,000,,0.127705s,
cassej.example.com,000,,0.123309s,
casteth.example.com,000,,0.119329s,
cat.example.com,000,,0.122413s,
catclaw.example.com,000,,0.120717s,
caufman.example.com,000,,0.127608s,
ccbwwzw.example.com,000,,0.135556s,
ccfa1.ru.example.com,000,,0.135700s,
ccfa2.ru.example.com,000,,0.131144s,
cd.example.com,000,,0.130628s,
cda-chrvds-01.example.com,000,,0.131445s,
cdn.example.com,000,,0.129071s,
ceadgarvrodash1.example.com,000,,0.130221s,
ceceols24.example.com,000,,0.131331s,
ceders.example.com,000,,0.128423s,
cedreno.example.com,000,,0.122855s,
celate.example.com,000,,0.125098s,
celion.kk.example.com,000,,0.108608s,
cell.79024441145.example.com,000,,0.135478s,
cell2.79024441145.example.com,000,,0.137794s,
celtic-petschite.example.com,000,,0.115604s,
cen.sunshine.example.com,000,,0.118825s,
cenmix.example.com,000,,0.111938s,
centerisp-dv.example.com,000,,0.127185s,
centr000020082.example.com,000,,0.126626s,
centrino2004.example.com,000,,0.121262s,
centrrus.example.com,000,,0.123627s,
centrumturbo.example.com,000,,0.120948s,
centworviti1987.example.com,000,,0.135205s,
ceo.example.com,000,,0.127107s,
certs.example.com,000,,0.122792s,
cesiumu18.example.com,000,,0.124297s,
cezar0.example.com,000,,0.139563s,
ch-back.example.com,000,,0.134233s,
ch.larin.example.com,000,,0.122224s,
ch8242.example.com,000,,0.113817s,
chair-dnrc.example.com,000,,0.116270s,
chamoisee-feldspar.example.com,000,,0.127544s,
championv.example.com,000,,0.144675s,
chan3700.example.com,000,,0.152615s,
chanemiha.example.com,000,,0.118122s,
chanemiha1.example.com,000,,0.111846s,
chang.panlong.example.com,000,,0.131891s,
changea.example.com,000,,0.132825s,
changeguru.bot.example.com,000,,0.115042s,
changeguru1.bot.example.com,000,,0.113181s,
chapay10.example.com,000,,0.127166s,
chaplet.example.com,000,,0.127543s,
charovnica78.example.com,000,,0.116426s,
charterinod.example.com,000,,0.130075s,
chasla2000.example.com,000,,0.119982s,
chavezrojas.example.com,000,,0.120907s,
chebmy.example.com,000,,0.135111s,
chebur.p.example.com,000,,0.121807s,
cheka1987.example.com,000,,0.137522s,
chekalin.084.example.com,000,,0.144096s,
chekpoint12.example.com,000,,0.129545s,
chekutov.example.com,000,,0.109102s,
chemist.example.com,000,,0.117465s,
chen64269.example.com,000,,0.127858s,
chenshoushun.example.com,000,,0.126674s,
chepchem.example.com,000,,0.126058s,
chernogorilka.example.com,000,,0.126663s,
chernolevski81ms.example.com,000,,0.107847s,
chernov.selivan.example.com,000,,0.128388s,
cheryst.example.com,000,,0.118932s,
cheshenok.example.com,000,,0.120843s,
chesterp78.example.com,000,,0.101307s,
chetan.gupta.example.com,000,,0.130299s,
cheungkwokho.example.com,000,,0.118675s,
chewie.example.com,000,,0.125317s,
chief.rewin2013.example.com,000,,0.109284s,
chief1.example.com,000,,0.139465s,
chikob.example.com,000,,0.124010s,
chimitov67.example.com,000,,0.139164s,
chinasite1.example.com,000,,0.119139s,
chineur.example.com,000,,0.134533s,
chingye2008.example.com,000,,0.128103s,
chiphomesite.example.com,000,,0.127115s,
chiprex2.example.com,000,,0.124933s,
chisboy2004.example.com,000,,0.132320s,
chivarious.example.com,000,,0.128689s,
chivarious1.example.com,000,,0.123260s,
chmiz606.example.com,000,,0.126973s,
chonkamykola.example.com,000,,0.131161s,
chonkamykola1.example.com,000,,0.115667s,
chr.example.com,000,,0.137180s,
christopherpearce19751.example.com,000,,0.129724s,
christophwigger.example.com,000,,0.114622s,
chubakov64.example.com,000,,0.133780s,
chubakov641.example.com,000,,0.128496s,
chueca.example.com,000,,0.135573s,
chuongall777.example.com,000,,0.137267s,
church357159.example.com,000,,0.131261s,
chva73.example.com,000,,0.120851s,
chvanga01.example.com,000,,0.125169s,
chvanga011.example.com,000,,0.118151s,
chvanga012.example.com,000,,0.138837s,
chvanga013.example.com,000,,0.127203s,
ciaobaby11.example.com,000,,0.124648s,
ciaobaby12.example.com,000,,0.124232s,
ciaobaby14.example.com,000,,0.135134s,
ciaobaby16.example.com,000,,0.135277s,
cibtonava.example.com,000,,0.120287s,
cicala.example.com,000,,0.135263s,
cindywin.example.com,000,,0.130358s,
cinemaclub525.example.com,000,,0.120075s,
cinigami88.example.com,000,,0.132834s,
cioprestingcu1989.example.com,000,,0.121867s,
ciprianbezusca.example.com,000,,0.123128s,
ciprianbezusca1.example.com,000,,0.124322s,
ciprianbezusca2.example.com,000,,0.116518s,
ciprianbezusca3.example.com,000,,0.109116s,
ciprianbezusca4.example.com,000,,0.100098s,
ciprianbezusca5.example.com,000,,0.127079s,
ciprianbezusca6.example.com,000,,0.133426s,
circola.example.com,000,,0.114469s,
city21.example.com,000,,0.140380s,
city211.example.com,000,,0.121045s,
city2110.example.com,000,,0.123759s,
city2112.example.com,000,,0.122878s,
city212.example.com,000,,0.128844s,
city213.example.com,000,,0.113120s,
city214.example.com,000,,0.128979s,
city215.example.com,000,,0.135711s,
city216.example.com,000,,0.122571s,
city217.example.com,000,,0.118398s,
city218.example.com,000,,0.104274s,
cixigo4739.example.com,000,,0.134539s,
cjlqb2.example.com,000,,0.115230s,
ck538456.example.com,000,,0.110318s,
ckgfu133.example.com,000,,0.124391s,
ckifdemon.example.com,000,,0.107449s,
cl3r1k22.example.com,000,,0.129498s,
cl3r1k24.example.com,000,,0.117183s,
clark.example.com,000,,0.118434s,
classic-demantoid.example.com,000,,0.113030s,
clevervpnorg1.example.com,000,,0.126457s,
clevervpnorg3.example.com,000,,0.115795s,
clichkoanton.example.com,000,,0.131235s,
client1.example.com,000,,0.126893s,
client2.example.com,000,,0.131392s,
clihdy.example.com,000,,0.123027s,
clood717.example.com,000,,0.123635s,
clothe.example.com,000,,0.118427s,
cloud1.example.com,000,,0.129873s,
cloudflare1.example.com,000,,0.125528s,
cloudvpsserver.na.example.com,000,,0.134450s,
clpsysfor.example.com,000,,0.126615s,
cls79856250508.example.com,000,,0.124110s,
clwngsy.example.com,000,,0.135465s,
cm.example.com,000,,0.136074s,
cm2.example.com,000,,0.127826s,
cm3.example.com,000,,0.126887s,
cm4.example.com,000,,0.138514s,
cmmqvblqqjdw.example.com,000,,0.121544s,
cmtgermes.example.com,000,,0.116906s,
cn.shperry.example.com,000,,0.122001s,
cngrodno.example.com,000,,0.132829s,
cnseo2019.example.com,000,,0.110096s,
co5.hst5.example.com,000,,0.117322s,
coach777.example.com,000,,0.147193s,
cocabz.example.com,000,,0.160068s,
cocoa-fluorspar.example.com,000,,0.139806s,
cocokkotehka.example.com,000,,0.134930s,
code.example.com,000,,0.134265s,
coe.example.com,000,,0.129674s,
coffee.example.com,000,,0.108708s,
cohome.example.com,000,,0.137397s,
coincashback2.example.com,000,,0.128853s,
coinhive.example.com,000,,0.128314s,
cok-iyi.example.com,000,,0.125803s,
cokbn987.example.com,000,,0.112594s,
cola-1911.example.com,000,,0.117298s,
cola2477.example.com,000,,0.134597s,
colaris8.example.com,000,,0.121142s,
coldpepsi.example.com,000,,0.123056s,
coldpepsi2.example.com,000,,0.111195s,
colin.example.com,000,,0.124277s,
com.dimak45.example.com,000,,0.127654s,
commets.example.com,000,,0.132926s,
compcreator.example.com,000,,0.141506s,
compress.example.com,000,,0.124621s,
computer-repairer.example.com,000,,0.133270s,
concion.example.com,000,,0.118557s,
conference.example.com,000,,0.108126s,
conferencia.example.com,000,,0.130415s,
conferencing.example.com,000,,0.134642s,
confffigurator.example.com,000,,0.128670s,
confffigurator2.example.com,000,,0.125892s,
confffigurator5.example.com,000,,0.115513s,
confffigurator6.example.com,000,,0.121835s,
configrate.example.com,000,,0.131666s,
conjuez.example.com,000,,0.139763s,
conograii.example.com,000,,0.130026s,
conrandcurma.example.com,000,,0.130257s,
consha.r.eus.example.com,000,,0.134797s,
consult.example.com,000,,0.126951s,
contact.example.com,000,,0.127226s,
contact2.example.com,000,,0.114720s,
converse112.example.com,000,,0.125193s,
conves.example.com,000,,0.131781s,
coodyshow.example.com,000,,0.115385s,
cool-simetite.example.com,000,,0.123379s,
coolguxiaolong.example.com,000,,0.145395s,
coolindark.example.com,000,,0.127706s,
coolindark1.example.com,000,,0.119822s,
coolindark2.example.com,000,,0.124892s,
coolindark3.example.com,000,,0.147326s,
coolindark4.example.com,000,,0.150985s,
coolteams.example.com,000,,0.139103s,
cooper081.example.com,000,,0.139024s,
copii.saitov.example.com,000,,0.130768s,
copovoy180971.example.com,000,,0.126342s,
corevds001-eu.example.com,000,,0.128604s,
corey122.example.com,000,,0.136259s,
coroboy.example.com,000,,0.136503s,
coroboy1.example.com,000,,0.120512s,
corp.example.com,000,,0.134168s,
corrals.example.com,000,,0.133055s,
cosareffserg.example.com,000,,0.110752s,
cosmos1987.example.com,000,,0.116621s,
coyaus.example.com,000,,0.120518s,
cpa.sir.example.com,000,,0.138791s,
cpabizzon.example.com,000,,0.133056s,
cpm7kzozad6b.example.com,000,,0.143327s,
cputnik.example.com,000,,0.134719s,
cr3w.nnov.example.com,000,,0.127043s,
crack-it.example.com,000,,0.131121s,
crafty.example.com,000,,0.132347s,
crapulya.example.com,000,,0.129795s,
craxqhdi1.example.com,000,,0.142819s,
creasy.example.com,000,,0.131128s,
creasysee.example.com,000,,0.119763s,
creatif.only.example.com,000,,0.118134s,
creditor.example.com,000,,0.141382s,
creditor1.example.com,000,,0.135797s,
criptopromix1.example.com,000,,0.136375s,
criptopromix6.example.com,000,,0.136202s,
criticals.example.com,000,,0.115229s,
crl2.example.com,000,,0.109799s,
crls.example.com,000,,0.117020s,
crm-rw.example.com,000,,0.124813s,
crocs.example.com,000,,0.129595s,
crodmaldonado89.example.com,000,,0.126709s,
crodmaldonado891.example.com,000,,0.138719s,
crosfaer.example.com,000,,0.128112s,
crportal.example.com,000,,0.127564s,
crt.example.com,000,,0.131779s,
cruchon.example.com,000,,0.126608s,
crum.example.com,000,,0.118836s,
cry01480.example.com,000,,0.132534s,
cryordie.example.com,000,,0.121343s,
cryptonizatorru.example.com,000,,0.136168s,
cryptosignal777.example.com,000,,0.128850s,
cryptounit2019.example.com,000,,0.124584s,
cryptovpn.example.com,000,,0.125361s,
crystal.example.com,000,,0.125105s,
csergeyc.example.com,000,,0.131902s,
cstudio.example.com,000,,0.121564s,
ctfeell934.example.com,000,,0.128128s,
ctrl.alt2018.example.com,000,,0.114622s,
ctsoftg.example.com,000,,0.114774s,
ctsoftg1.example.com,000,,0.123765s,
ctsoftg2.example.com,000,,0.123884s,
cuban.andrej.example.com,000,,0.130439s,
cuban1.andrej.example.com,000,,0.122052s,
cucan2014.example.com,000,,0.129017s,
culteh.example.com,000,,0.128819s,
currentdomain.example.com,000,,0.139245s,
cvbcvg.example.com,000,,0.137786s,
cvc.w.example.com,000,,0.119975s,
cvenikhron.example.com,000,,0.128996s,
cwijziwz.example.com,000,,0.115158s,
cwzq12251.example.com,000,,0.140218s,
cyb3rwarri0r1.example.com,000,,0.119090s,
cyb3rwarri0r2.example.com,000,,0.132917s,
cyber1.space.example.com,000,,0.129120s,
cybersec.example.com,000,,0.122475s,
cyrillberz.example.com,000,,0.128183s,
cyrille1.gan.example.com,000,,0.134310s,
cz8481.example.com,000,,0.105729s,
czarpushka.example.com,000,,0.118347s,
czd210403.example.com,000,,0.118451s,
czd2104031.example.com,000,,0.108079s,
czd2104032.example.com,000,,0.128915s,
czd2104033.example.com,000,,0.121187s,
czd2104034.example.com,000,,0.123080s,
czelusniakdawid.example.com,000,,0.132348s,
czfixup.example.com,000,,0.132414s,
d-sky.example.com,000,,0.129546s,
d.chetverov.example.com,000,,0.130497s,
d.example.com,000,,0.104387s,
d.kozyukin.example.com,000,,0.132456s,
d.kutyrev.example.com,000,,0.119245s,
d.novokshonov.example.com,000,,0.140518s,
d.potam.example.com,000,,0.150046s,
d.sawenya.example.com,000,,0.146178s,
d.snezhinskiy.example.com,000,,0.128349s,
d.suderman.example.com,000,,0.144750s,
d.veselinov.example.com,000,,0.101155s,
d.y.kiselev.example.com,000,,0.119360s,
d.zakharov98.example.com,000,,0.129718s,
d07b.example.com,000,,0.140979s,
d1.kanaev.example.com,000,,0.157178s,
d1.suderman.example.com,000,,0.106656s,
d1.zakharov98.example.com,000,,0.123654s,
d2-xen.example.com,000,,0.141053s,
d2.strubchevsky.example.com,000,,0.131673s,
d200520051.example.com,000,,0.130083s,
d2funlife1.example.com,000,,0.123825s,
d3.kanaev.example.com,000,,0.124502s,
d3kt5.example.com,000,,0.125449s,
d731948973.example.com,000,,0.118537s,
d9268431914.example.com,000,,0.129849s,
daaan.example.com,000,,0.125379s,
dabakal424.example.com,000,,0.131989s,
dachniy-ugolok.example.com,000,,0.123284s,
daemon.user.example.com,000,,0.132729s,
daemonds.example.com,000,,0.140801s,
daerbet.example.com,000,,0.128626s,
daft1804.example.com,000,,0.132248s,
dagai1234.example.com,000,,0.129812s,
dageev.example.com,000,,0.118440s,
daka.example.com,000,,0.139515s,
daka1.example.com,000,,0.135603s,
damadud1.example.com,000,,0.135559s,
damian.daszkiewicz.example.com,000,,0.121829s,
damian.sk.example.com,000,,0.122195s,
damian.wysocki256.example.com,000,,0.112236s,
daminga.2015.example.com,000,,0.131458s,
damir.kurbangaleev.example.com,000,,0.119242s,
damirkrit.example.com,000,,0.117459s,
daneal23.example.com,000,,0.132543s,
danfreet.example.com,000,,0.124371s,
daniel.reese.example.com,000,,0.134252s,
danielandersen261.example.com,000,,0.136695s,
danielandersen2611.example.com,000,,0.152491s,
danielandersen26110.example.com,000,,0.137459s,
danielandersen26111.example.com,000,,0.133129s,
danielandersen26112.example.com,000,,0.146689s,
danielandersen26113.example.com,000,,0.140598s,
danielandersen26114.example.com,000,,0.119816s,
danielandersen26115.example.com,000,,0.127903s,
danielandersen26116.example.com,000,,0.158425s,
danielandersen26117.example.com,000,,0.135109s,
danielandersen26118.example.com,000,,0.149937s,
danielandersen26119.example.com,000,,5.127928s,
danielandersen2612.example.com,000,,5.145526s,
danielandersen26120.example.com,000,,0.121315s,
danielandersen26121.example.com,000,,0.114616s,
danielandersen26122.example.com,000,,0.217612s,
danielandersen26123.example.com,000,,0.148592s,
danielandersen26124.example.com,000,,0.125253s,
danielandersen26125.example.com,000,,0.119321s,
danielandersen26126.example.com,000,,0.140719s,
danielandersen26127.example.com,000,,0.122552s,
danielandersen26128.example.com,000,,0.124251s,
danielandersen26129.example.com,000,,0.112252s,
danielandersen2613.example.com,000,,0.118990s,
danielandersen26130.example.com,000,,0.119666s,
danielandersen26131.example.com,000,,0.115380s,
danielandersen26132.example.com,000,,0.138308s,
danielandersen26133.example.com,000,,0.114878s,
danielandersen26134.example.com,000,,0.122093s,
danielandersen2614.example.com,000,,0.116865s,
danielandersen2615.example.com,000,,0.118013s,
danielandersen2616.example.com,000,,0.122127s,
danielandersen2618.example.com,000,,0.130656s,
danielandersen2619.example.com,000,,0.134845s,
danielberitov.example.com,000,,0.124096s,
danielmaros.example.com,000,,0.127528s,
danielszeker90.example.com,000,,0.120980s,
danik0508.example.com,000,,0.110663s,
danik05081.example.com,000,,0.123695s,
danik05082.example.com,000,,0.187422s,
danil.bagroff2017.example.com,000,,0.122701s,
danil.example.com,000,,0.165439s,
danil.ilin.example.com,000,,0.129349s,
danil1.lobovikov2001.example.com,000,,0.120862s,
danilaksonov.example.com,000,,0.132570s,
danilal97.example.com,000,,0.123033s,
danilaowcharov2008.example.com,000,,0.129614s,
danilenko2.igor77.example.com,000,,0.129816s,
danilgu.example.com,000,,0.113160s,
danilin123.example.com,000,,0.125396s,
danilko.example.com,000,,0.115299s,
danilko1.example.com,000,,0.119135s,
danillozinskiiy.example.com,000,,0.121065s,
danilmm.example.com,000,,0.161019s,
danilrossihin79.example.com,000,,0.125392s,
dankarrr.example.com,000,,0.132839s,
dankarrr1.example.com,000,,0.131424s,
dankermix.example.com,000,,0.139897s,
dankermix1.example.com,000,,0.125259s,
danni.example.com,000,,0.131459s,
danstksl1.example.com,000,,0.137090s,
dantess116.example.com,000,,0.120599s,
dantonov4.example.com,000,,0.132627s,
dantor4ek.example.com,000,,0.125527s,
danya-tishchuk.example.com,000,,0.114500s,
danya.violet.example.com,000,,0.136453s,
danyaefimovya.example.com,000,,0.124015s,
danyapokaritel1.example.com,000,,0.131748s,
dapingguo.wang.example.com,000,,0.126202s,
dapingguo1.wang.example.com,000,,0.124799s,
daredheringht.example.com,000,,0.134909s,
dark590.example.com,000,,0.128807s,
darklife.example.com,000,,0.135085s,
darnius.example.com,000,,0.111295s,
dart.haos.example.com,000,,0.120420s,
dartemage.example.com,000,,0.124801s,
darya.hrisanova.example.com,000,,0.121868s,
darya.ivanova.work.example.com,000,,0.133480s,
dasblaz2.example.com,000,,0.134166s,
daseisen.example.com,000,,0.130985s,
dasev1.example.com,000,,0.131597s,
dataservice.example.com,000,,0.138532s,
dataset.example.com,000,,0.123273s,
date728.example.com,000,,0.126422s,
david.babayan23.example.com,000,,0.120395s,
david.davis.example.com,000,,0.127827s,
david.mihai.example.com,000,,0.111441s,
david1.davis.example.com,000,,0.139631s,
davidavakov23.example.com,000,,0.123891s,
davidbooth68.example.com,000,,0.115583s,
davidiasam272.example.com,000,,0.112759s,
davidnum95.example.com,000,,0.126564s,
davidnum951.example.com,000,,0.126114s,
davidovichdim2012.example.com,000,,0.123710s,
davidvy44.example.com,000,,0.129303s,
davidyu673.example.com,000,,0.138742s,
davvicastro666.example.com,000,,0.124491s,
davvicastro6661.example.com,000,,0.113232s,
dawark940.example.com,000,,0.115721s,
dawn.massey22.example.com,000,,0.130011s,
dawn4.massey22.example.com,000,,0.121447s,
dawse1.example.com,000,,0.115076s,
daxiaomo.example.com,000,,0.128383s,
dayanjov85.example.com,000,,0.128277s,
dayz.rr88.example.com,000,,0.126576s,
db1.example.com,000,,0.126782s,
dbashkatov.example.com,000,,0.117453s,
dblazhenov.example.com,000,,0.116464s,
dc.albatros.example.com,000,,0.125992s,
dc.example.com,000,,0.120465s,
dceyxlro7t.example.com,000,,0.122272s,
dchs.example.com,000,,0.123240s,
dctzru.example.com,000,,0.125228s,
ddak.example.com,000,,0.113338s,
ddemchenko25.example.com,000,,0.124447s,
ddfevld2.example.com,000,,0.132162s,
ddic.sudarev.example.com,000,,0.131561s,
ddns100.example.com,000,,0.119304s,
ddsait2020.example.com,000,,0.117199s,
ddsspp.example.com,000,,0.133387s,
ddzzdd6.example.com,000,,0.117180s,
de.example.com,000,,0.117492s,
de2005c.example.com,000,,0.128292s,
deadlythanos.example.com,000,,0.129174s,
deadlythanos1.example.com,000,,0.116654s,
deadlythanos2.example.com,000,,0.121240s,
deadlythanos4.example.com,000,,0.133498s,
deadlythanos5.example.com,000,,0.138629s,
deadlythanos6.example.com,000,,0.124945s,
deadsquirrel93.example.com,000,,0.115397s,
deanone133.example.com,000,,0.132067s,
debauchery1990.example.com,000,,0.123118s,
debauchery19901.example.com,000,,0.126566s,
debian.example.com,000,,0.123127s,
debina956.example.com,000,,0.128819s,
dec.example.com,000,,0.130747s,
dedada.example.com,000,,0.124121s,
dedi88.example.com,000,,0.116189s,
dedicatedfree.example.com,000,,0.111806s,
dedikforsoft.example.com,000,,0.135035s,
dedikforsoft1.example.com,000,,0.128329s,
dedinfight6661.example.com,000,,0.127187s,
deeperthanadele.example.com,000,,0.122718s,
deeperthanadele1.example.com,000,,0.115871s,
deeperthanadele2.example.com,000,,0.126897s,
deh222.example.com,000,,0.123253s,
dehlsignnonshead1986.example.com,000,,0.124857s,
del-2.example.com,000,,0.118636s,
del.example.com,000,,0.128164s,
del1.example.com,000,,0.134310s,
delicarus.example.com,000,,0.116184s,
delicious2999.example.com,000,,0.120646s,
delisnab.example.com,000,,0.114194s,
delites.example.com,000,,0.121145s,
delith2017.example.com,000,,0.105218s,
delletenebre.example.com,000,,0.121341s,
delod.example.com,000,,0.099233s,
delphin.it.example.com,000,,0.131111s,
delta.example.com,000,,0.111619s,
deltasingle.example.com,000,,0.112374s,
deltel.example.com,000,,0.114229s,
dem220.example.com,000,,0.119068s,
dem7779.example.com,000,,0.130940s,
demen7.example.com,000,,0.099133s,
demeork1.example.com,000,,0.129654s,
demidov01292.example.com,000,,0.131668s,
demoman.example.com,000,,0.126085s,
demon17ya.example.com,000,,0.130584s,
demonrdv.example.com,000,,0.131505s,
demonwork.example.com,000,,0.130911s,
demoth.example.com,000,,0.124696s,
den-davidov.example.com,000,,0.130485s,
den.b22.example.com,000,,0.128137s,
den.example.com,000,,0.124096s,
den011fed.example.com,000,,0.124484s,
den1.g.1996.example.com,000,,0.123310s,
den1.mko.example.com,000,,0.120607s,
den315.example.com,000,,0.131983s,
den4k2.ggwp1.example.com,000,,0.137527s,
denandteam.example.com,000,,0.125854s,
denchik.ktm.example.com,000,,0.124801s,
denchik6252.example.com,000,,0.116279s,
denes11.example.com,000,,0.140862s,
dengidarom2016.example.com,000,,0.120199s,
denhell.example.com,000,,0.114185s,
denic-nik.example.com,000,,0.117483s,
denis-ph.example.com,000,,0.129906s,
denis.martyanov.example.com,000,,0.126096s,
denis.naumenko.example.com,000,,0.133151s,
denis0321.example.com,000,,0.126117s,
denis03211.example.com,000,,0.131510s,
denis1.cher.example.com,000,,0.123951s,
denis1.ryzhov.1979.example.com,000,,0.126923s,
denis1.zheleznov.example.com,000,,0.139701s,
denis2.ryzhov.1979.example.com,000,,0.120219s,
denisfokin48.example.com,000,,0.133867s,
denislaz1.example.com,000,,0.119230s,
denispolyudin.example.com,000,,0.140591s,
denisratnikov.example.com,000,,0.128244s,
denissay.example.com,000,,0.112375s,
denissubotin.example.com,000,,0.128561s,
denistrik.example.com,000,,0.109729s,
deniusdemp.example.com,000,,0.128923s,
denkarpio.example.com,000,,0.142036s,
denmail.example.com,000,,0.124263s,
denman4101.example.com,000,,0.132844s,
denproleev.example.com,000,,0.129121s,
denstupin861.example.com,000,,0.131224s,
dentalbase8121.example.com,000,,0.118227s,
denuedo.example.com,000,,0.139610s,
denwerpr.example.com,000,,0.140388s,
denys-star.example.com,000,,0.126976s,
denyss.example.com,000,,0.117235s,
deolperon.example.com,000,,0.134177s,
deopsis.example.com,000,,0.132520s,
derkach1.example.com,000,,0.115860s,
derko.derko.example.com,000,,0.124841s,
derriuz.example.com,000,,0.115219s,
derusov.example.com,000,,0.112861s,
derusov1.example.com,000,,0.120201s,
deruto.example.com,000,,0.112424s,
desktop-8jk8pls.example.com,000,,0.117974s,
deskuznetsov.example.com,000,,0.127635s,
desobaj.example.com,000,,0.117138s,
destiny.example.com,000,,0.125282s,
detroyer.example.com,000,,0.118825s,
deui45rt.example.com,000,,0.125923s,
dev.example.com,000,,0.124185s,
dev.myrzabek.example.com,000,,0.127432s,
dev.srv.pro.example.com,000,,0.161056s,
dev.umaxk.example.com,000,,0.114520s,
dev1.umaxk.example.com,000,,0.122329s,
dev2.umaxk.example.com,000,,0.123393s,
dev8.example.com,000,,0.132540s,
dev9.example.com,000,,0.115059s,
devel437.example.com,000,,0.133509s,
developer.example.com,000,,0.121811s,
developer1.alex.k.example.com,000,,0.113634s,
developereramain.example.com,000,,0.126488s,
devgeniev.example.com,000,,0.121007s,
devildozen.example.com,000,,0.134645s,
devises.example.com,000,,0.121688s,
devops.example.com,000,,0.132055s,
devops2002.example.com,000,,0.128114s,
devspec1.example.com,000,,0.136766s,
dexla5.example.com,000,,0.113794s,
df.example.com,000,,0.126995s,
dfalko89.example.com,000,,0.130827s,
dfyun5281.example.com,000,,0.115381s,
dg.reflex.example.com,000,,0.122272s,
dgiznzaebala.example.com,000,,0.124058s,
dglazkov13.example.com,000,,0.132030s,
dglazkov15.example.com,000,,0.132641s,
dglazkov16.example.com,000,,0.132111s,
dglazkov17.example.com,000,,0.121965s,
dglazkov18.example.com,000,,0.128940s,
dglazkov19.example.com,000,,0.131422s,
dglazkov20.example.com,000,,0.132773s,
dglazkov21.example.com,000,,0.131341s,
dglazkov22.example.com,000,,0.132117s,
dglazkov23.example.com,000,,0.124010s,
dglazkov24.example.com,000,,0.133516s,
dglazkov25.example.com,000,,0.117247s,
dglazkov26.example.com,000,,0.123019s,
dglazkov27.example.com,000,,0.138854s,
dgp10.example.com,000,,0.125117s,
dhaydawaa.example.com,000,,0.116546s,
dhbender.example.com,000,,0.123354s,
dhi.example.com,000,,0.129800s,
dhjkuf.example.com,000,,0.115851s,
diabel31071989.example.com,000,,0.119228s,
diakas.example.com,000,,0.120388s,
diana.example.com,000,,0.140448s,
dianavalyuhova.example.com,000,,0.121819s,
dianmoulin.example.com,000,,0.132338s,
